Name;Status;Kreis;Einwohner;Einwohner;Einwohner;Einwohner
;;;Schätzung;Schätzung;Zensus;Schätzung
;;;31.12.95;31.12.01;09.05.11;31.12.15
Groß Buchwald;Gemeinde;Rendsburg-Eckernförde;357;362;360;338
Groß Disnack;Gemeinde;Herzogtum Lauenburg;92;92;87;79
Großenaspe;Gemeinde;Segeberg;2.316;2.810;2.787;2.883
Großenbrode;Gemeinde;Ostholstein;1.969;2.160;2.104;2.160
Großenrade;Gemeinde;Dithmarschen;452;485;493;483
Großensee;Gemeinde;Stormarn;1.551;1.671;1.666;1.738
Großenwiehe;Gemeinde;Schleswig-Flensburg;2.279;2.710;2.883;2.983
Groß Grönau;Gemeinde;Herzogtum Lauenburg;3.672;3.533;3.569;3.692
Großhansdorf;Gemeinde;Stormarn;8.741;8.994;9.199;9.319
Großharrie;Gemeinde;Plön;473;535;539;504
Groß Kummerfeld;Gemeinde;Segeberg;1.663;1.865;1.972;1.909
Groß Niendorf;Gemeinde;Segeberg;606;623;668;668
Groß Nordende;Gemeinde;Pinneberg;473;667;694;776
Groß Offenseth-Aspern;Gemeinde;Pinneberg;337;384;398;419
Groß Pampau;Gemeinde;Herzogtum Lauenburg;107;127;150;153
Groß Rheide;Gemeinde;Schleswig-Flensburg;878;1.003;914;884
Groß Rönnau;Gemeinde;Segeberg;459;551;587;577
Groß Sarau;Gemeinde;Herzogtum Lauenburg;817;891;886;961
Groß Schenkenberg;Gemeinde;Herzogtum Lauenburg;521;540;540;558
Großsolt;Gemeinde;Schleswig-Flensburg;1.752;1.926;1.828;1.793
Groß Vollstedt;Gemeinde;Rendsburg-Eckernförde;778;982;959;966
Groß Wittensee;Gemeinde;Rendsburg-Eckernförde;1.026;1.034;1.183;1.183
Grothusenkoog;Gemeinde;Nordfriesland;22;27;22;21
Grove;Gemeinde;Herzogtum Lauenburg;237;237;246;239
Groven;Gemeinde;Dithmarschen;124;116;91;87
Grube;Gemeinde;Ostholstein;985;1.001;1.018;985
Grundhof;Gemeinde;Schleswig-Flensburg;915;908;866;873
Güby;Gemeinde;Rendsburg-Eckernförde;928;853;736;689
Gudendorf;Gemeinde;Dithmarschen;403;417;408;392
Gudow;Gemeinde;Herzogtum Lauenburg;1.537;1.610;1.665;1.613
Gülzow;Gemeinde;Herzogtum Lauenburg;1.087;1.308;1.230;1.255
Güster;Gemeinde;Herzogtum Lauenburg;855;1.107;1.274;1.261
Haale;Gemeinde;Rendsburg-Eckernförde;510;526;512;513
Haby;Gemeinde;Rendsburg-Eckernförde;514;598;524;565
Hadenfeld;Gemeinde;Steinburg;112;105;127;132
Hagen;Gemeinde;Segeberg;475;409;469;505
Hallig Hooge;Gemeinde;Nordfriesland;108;103;109;95
Halstenbek;Gemeinde;Pinneberg;15.583;16.014;16.376;17.250
Hamberge;Gemeinde;Stormarn;1.172;1.324;1.477;1.515
Hamdorf;Gemeinde;Rendsburg-Eckernförde;1.224;1.311;1.273;1.285
Hamfelde;Gemeinde;Herzogtum Lauenburg;504;498;466;479
Hamfelde;Gemeinde;Stormarn;428;498;475;480
Hammoor;Gemeinde;Stormarn;1.036;1.116;1.157;1.277
Hamwarde;Gemeinde;Herzogtum Lauenburg;733;740;752;843
